date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:16	64732/64732	---M--	200	added ('OK')	font/woff	etag:%22fcdc-5ed9ec74319fd%22	https://frc4079.org/assets/fonts/LineIcons.woff	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/fonts/LineIcons.woff	(from https://frc4079.org/assets/css/LineIcons.2.0.css)
11:37:17	124532/124532	---MCZ	200	added ('OK')	font/ttf	etag:W/%221e674-5ed9ec74319fd%22	https://frc4079.org/assets/fonts/LineIcons.ttf	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/fonts/LineIcons.ttf	(from https://frc4079.org/assets/css/LineIcons.2.0.css)
11:37:17	610039/610039	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2294ef7-5ed9ec74319fd%22	https://frc4079.org/assets/fonts/LineIcons.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/fonts/LineIcons.svg	(from https://frc4079.org/assets/css/LineIcons.2.0.css)
11:37:17	26814/26814	---M--	200	added ('OK')	image/jpeg	etag:%2268be-5ed9ec74348dd%22	https://frc4079.org/assets/img/hero/hero-bg.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/hero/hero-bg.jpg	(from https://frc4079.org/assets/css/main.css)
11:37:18	108978/108978	---M--	200	added ('OK')	image/jpeg	etag:%221a9b2-5ed9ec743681d%22	https://frc4079.org/assets/img/service/service-bg.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/service/service-bg.jpg	(from https://frc4079.org/assets/css/main.css)
11:37:18	305928/305928	---M--	200	added ('OK')	image/jpeg	etag:%224ab08-5ed9ec743681d%22	https://frc4079.org/assets/img/portfolio/portfolio-bg.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/portfolio/portfolio-bg.jpg	(from https://frc4079.org/assets/css/main.css)
11:37:18	1513/1513	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e9-5ed9ec74348dd%22	https://frc4079.org/assets/img/footer/footer-bg.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/footer/footer-bg.svg	(from https://frc4079.org/assets/css/main.css)
11:37:18	10575/10575	---M--	200	added ('OK')	image/jpeg	etag:%22294f-5ed9ec74348dd%22	https://frc4079.org/assets/img/cta/cta-bg.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/cta/cta-bg.jpg	(from https://frc4079.org/index.html)
11:37:19	6592/6592	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219c0-5febf4cbf9674%22	https://frc4079.org/assets/img/sponsors/NASA.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/sponsors/NASA.svg	(from https://frc4079.org/index.html)
11:37:19	52317/52317	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cc5d-5febf4cbd5452%22	https://frc4079.org/assets/img/sponsors/JPL.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/sponsors/JPL.svg	(from https://frc4079.org/index.html)
11:37:19	21101/21101	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22526d-5febfd9ffe328%22	https://frc4079.org/assets/img/sponsors/MSI.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/sponsors/MSI.svg	(from https://frc4079.org/index.html)
11:37:19	31927/31927	---M--	200	added ('OK')	image/png	etag:%227cb7-5febff5604637%22	https://frc4079.org/assets/img/sponsors/AppliedMedical.png	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/sponsors/AppliedMedical.png	(from https://frc4079.org/index.html)
11:37:19	34650/34650	---M--	200	added ('OK')	image/png	etag:%22875a-5febffb0e64cb%22	https://frc4079.org/assets/img/sponsors/OCRA.png	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/sponsors/OCRA.png	(from https://frc4079.org/index.html)
11:37:20	1147/1147	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2247b-5ed9ec743681d%22	https://frc4079.org/assets/img/pricing/pricing-shape.svg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/pricing/pricing-shape.svg	(from https://frc4079.org/index.html)
11:37:20	2746334/2746334	---M--	200	added ('OK')	image/png	etag:%2229e7de-5ed9ec74377bd%22	https://frc4079.org/assets/img/team/transparent.png	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/transparent.png	(from https://frc4079.org/index.html)
11:37:20	28087/28087	---M--	200	added ('OK')	image/jpeg	etag:%226db7-5ed9ec743681d%22	https://frc4079.org/assets/img/team/ascent.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/ascent.jpg	(from https://frc4079.org/index.html)
11:37:20	52215/52215	---M--	200	added ('OK')	image/jpeg	etag:%22cbf7-5ed9ec743681d%22	https://frc4079.org/assets/img/team/pubbot.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/pubbot.jpg	(from https://frc4079.org/index.html)
11:37:21	60698/60698	---M--	200	added ('OK')	image/jpeg	etag:%22ed1a-5ed9ec743681d%22	https://frc4079.org/assets/img/team/lightspeed.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/lightspeed.jpg	(from https://frc4079.org/index.html)
11:37:21	61516/61516	---M--	200	added ('OK')	image/jpeg	etag:%22f04c-5ed9ec743681d%22	https://frc4079.org/assets/img/team/lowrider.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/lowrider.jpg	(from https://frc4079.org/index.html)
11:37:21	38925/38925	---M--	200	added ('OK')	image/jpeg	etag:%22980d-5ed9ec743681d%22	https://frc4079.org/assets/img/team/otis.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/otis.jpg	(from https://frc4079.org/index.html)
11:37:21	54738/54738	---M--	200	added ('OK')	image/jpeg	etag:%22d5d2-5ed9ec743681d%22	https://frc4079.org/assets/img/team/dreadnought.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/team/dreadnought.jpg	(from https://frc4079.org/index.html)
11:37:21	8339/8339	---M--	200	added ('OK')	image/jpeg	etag:%222093-5ed9ec74348dd%22	https://frc4079.org/assets/img/logo/logosmall.jpg	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/img/logo/logosmall.jpg	(from https://frc4079.org/index.html)
11:37:22	80217/80217	---M-Z	200	added ('OK')	application/javascript	etag:%2213959-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/bootstrap-5.0.0-beta2.min.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/bootstrap-5.0.0-beta2.min.js	(from https://frc4079.org/index.html)
11:37:22	1621/1621	---M-Z	200	added ('OK')	application/javascript	etag:%22655-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/count-up.min.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/count-up.min.js	(from https://frc4079.org/index.html)
11:37:22	31911/31911	---MCZ	200	added ('OK')	application/javascript	etag:W/%227cde-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/tiny-slider.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/tiny-slider.js	(from https://frc4079.org/index.html)
11:37:22	8157/8157	---M-Z	200	added ('OK')	application/javascript	etag:%221fdd-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/wow.min.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/wow.min.js	(from https://frc4079.org/index.html)
11:37:23	3982/3982	---MCZ	200	added ('OK')	application/javascript	etag:W/%221857-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/polifill.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/polifill.js	(from https://frc4079.org/index.html)
11:37:23	2355/2355	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e98-5ed9ec743875d-gzip%22	https://frc4079.org/assets/js/main.js	C:/Users/theli/Documents/VSC%20Projects/example/roboticsweb/frc4079.org/assets/js/main.js	(from https://frc4079.org/index.html)
